sectperf,prof_pos,sex,unit,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
TOTAL,OTH,F,HC,IE	: 	: 	3952 	2486 	4047 	4095 e	4202 	3671 	3902 	3792 	3228 	2669 	2358 	2110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,IS	477 	: 	: 	: 	399 b	: 	196 	264 	253 	319 	327 	: 	416 	: 	425 	: 	286 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,JP	: 	71512 	69399 	68622 	66821 	68344 	66280 	66398 	65469 	67387 	65753 	65308 	62433 	61044 	61731 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,KR	: 	22456 	20385 	21593 	20666 	20723 	20365 	18264 	14713 b	10478 d	9732 d	9401 d	8845 d	7792 d	7167 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,LT	: 	: 	: 	: 	1755 	1701 	1925 	1921 	2234 	1868 	1803 	1962 	1516 	1526 	1805 	1451 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,LU	: 	: 	341 	: 	431 	: 	550 	: 	726 e	: 	325 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,LV	: 	: 	: 	: 	766 	628 	583 	877 	879 	800 	806 	816 	773 	1219 	785 	658 	609 	674 	554 	653 	817 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,ME	: 	225 	227 	: 	219 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,MK	: 	: 	: 	164 	80 	212 	202 	218 	239 	282 	203 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,MT	: 	251 	240 	235 	216 	194 	162 	158 	137 	144 	142 	139 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,NL	: 	: 	: 	: 	12548 b	: 	12754 	: 	13035 	: 	12483 	: 	12496 b	: 	13017 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,PL	: 	8471 	7913 	7640 	7172 	7088 	6585 	6716 	6854 	7167 	7606 	9865 	9799 	: 	: 	10176 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,PT	: 	1141 	1068 b	1347 	1621 	1561 	1923 	1632 b	1727 	1546 e	1365 	1576 e	1786 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,RO	: 	4702 	4924 	4549 	4997 b	2270 	3265 	3493 	3137 	3320 	2667 	3415 	3826 	3277 	3839 	3291 	5957 	6390 	6994 	8439 	10752 	7750 	9354 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,RS	: 	1957 	1901 	1957 	1863 	2090 	2698 	2612 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,SE	: 	: 	: 	: 	10246 e	: 	8823 be	: 	10340 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,SI	: 	894 	832 	953 	988 b	894 	847 	839 b	761 	768 	714 	595 	557 	682 	833 	840 	806 	1413 	1428 	1900 	1814 	1779 	1535 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,SK	: 	694 	604 	673 	754 	793 	642 	680 	689 	750 	837 	839 	921 	1048 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,TR	: 	3165 e	2820 e	2670 e	2322 e	1940 e	1852 e	1694 e	1590 e	1346 e	1309 e	1066 e	983 e	1059 e	1026 e	954 e	968 e	1055 e	1306 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,F,HC,UK	: 	18490 e	17711 	15078 e	15384 	14959 e	14027 e	: 	16274 e	: 	15173 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,AT	: 	: 	5451 	: 	5721 	: 	5065 	: 	5299 	5357 	: 	4869 	: 	4575 	: 	: 	: 	4674 	: 	: 	: 	: 	5241 	: 	: 	: 	5868 	: 	: 	: 	5735 	: 	: 	: 	5742 	: 
TOTAL,OTH,T,FTE,BA	: 	568 	426 	340 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,BE	: 	: 	: 	: 	5033 	4841 	5546 	5947 	6830 	6510 	5324 	5130 	6046 	6028 	8675 	8424 	8844 	8537 	8016 	7863 	7947 	7809 	7805 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,BG	: 	: 	: 	: 	1821 	1891 	2239 	2097 	2099 	2142 	2022 	2099 	2129 	2093 	1946 	1947 	1678 	2282 	2095 	3238 	3368 	3456 	6503 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,CH	: 	: 	: 	17347 	: 	: 	: 	15161 	: 	: 	: 	9720 	: 	: 	: 	9600 	: 	: 	: 	8615 	: 	: 	: 	9300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,CY	: 	158 	155 	160 	161 	181 	163 	161 	179 	207 	201 	191 	194 	181 	170 	181 	205 	159 	: 	: 	: 	: 	: 	54 	53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,CZ	9002 p	8558 	8772 	8705 	7907 	7092 	6197 	5890 	5883 	5622 	5429 b	3020 	3147 	2968 	3011 	3027 	3168 	3159 	3352 	3512 	3589 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,DE	: 	99943 	95382 	98496 e	96896 	107515 e	106008 	111084 e	108447 	109190 	108553 	112640 	113634 	: 	: 	: 	: 	112763 e	112869 	113336 e	115839 	: 	126189 	: 	146112 b	: 	129718 	: 	131135 b	: 	127477 	: 	121596 	: 	122846 	: 
TOTAL,OTH,T,FTE,DK	: 	: 	: 	: 	6548 	6631 	6769 	: 	5196 b	5138 	4538 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,EE	388 p	577 	393 	335 	334 	293 	280 	279 	507 	452 	464 	712 	554 	546 	592 	514 	793 	864 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,EL	: 	: 	: 	: 	5903 b	: 	: 	: 	: 	: 	5559 	: 	7011 	: 	6219 	: 	5796 	: 	4933 	: 	4126 b	: 	3262 	: 	2423 	: 	2407 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,ES	: 	23592 	23256 	24025 	26289 	26672 	29090 	32878 	28143 	28337 	25149 	23068 	22687 	20564 	17209 	18326 	17076 	17415 e	15342 	18349 e	16778 	19001 e	13038 e	14110 e	14971 e	15412 e	14113 e	13253 e	13445 e	12826 de	12174 e	12600 e	11578 e	11605 e	11984 e	: 
TOTAL,OTH,T,FTE,FR	: 	35631 	34495 	33733 	34614 	35860 b	37328 d	39163 d	40420 	40698 	42003 	43211 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,HR	1121 	1031 	1099 	1030 	1096 	1154 	1280 	1212 	1149 	895 	910 	1449 	1231 	2407 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,HU	4419 	4283 	5377 	4902 	4435 	4171 	4204 	3662 	3422 	3481 	2770 	3209 b	3490 d	3802 d	3524 d	3962 	3713 d	3677 d	4399 d	4254 d	3879 d	4334 d	4788 d	4729 d	6023 d	7123 d	7732 d	8030 d	8208 d	8379 d	8397 d	8404 d	8131 d	8912 d	7526 d	13570 
TOTAL,OTH,T,FTE,IE	3039 p	2869 e	2795 e	2737 e	2677 e	2494 e	2482 	2543 	2524 	2304 	2060 	1986 	1900 	1837 	2021 	1648 	1483 	1640 e	1825 e	1707 e	1827 e	1582 e	1303 e	1335 	1321 	967 	955 e	949 	1040 	1134 	1185 	1231 	1262 	1420 	1432 	: 
TOTAL,OTH,T,FTE,IS	303 	: 	352 b	: 	381 b	: 	266 	269 	257 	363 	402 	: 	429 	: 	: 	: 	352 	338 e	321 	: 	225 	259 	251 	211 	199 	199 	202 	: 	147 	: 	142 	: 	149 	: 	161 	: 
TOTAL,OTH,T,FTE,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19053 	19546 	22400 	22238 	24047 	24856 	24737 	24355 	22545 	21400 	21616 	21070 	20425 	21028 	21193 	21391 	: 
TOTAL,OTH,T,FTE,JP	: 	143528 	139101 	138957 	141326 	147039 	148082 	150543 	152873 	151618 	144498 	145899 	139695 	143713 	147405 	170324 	175695 	185902 	185022 	190512 b	191816 	196885 	207220 	210072 	204705 	210292 	196989 	194038 	188979 	187821 	186358 	182183 	179260 	172794 	169023 	: 
TOTAL,OTH,T,FTE,KR	: 	23250 	21395 	22686 	20576 	23554 	20445 	18930 	12952 b	9574 d	9261 d	10109 d	8035 d	6925 d	8064 d	8505 d	11504 d	11684 d	7514 d	7670 d	13488 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,LT	: 	: 	: 	: 	1357 	2025 	2117 	2338 	2389 	2005 	1929 	1670 	1566 	1715 	2149 	2240 	2272 	2307 	2167 	2693 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,LU	942 p	898 	875 	865 b	652 	651 	891 	891 	1083 e	1038 	607 	: 	376 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,LV	: 	: 	: 	: 	666 	752 	595 	936 	941 	1013 	1139 	977 	913 	1183 	1170 	1000 	949 	1103 	955 	1055 	1158 	1285 	1487 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,ME	: 	51 	61 	: 	59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,MK	: 	83 	50 	175 	62 	162 	117 	130 	130 	141 	154 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,MT	263 p	248 	208 	211 	211 	181 	136 	120 	102 	120 	124 	134 b	: 	158 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,NL	: 	: 	: 	: 	21993 b	24714 	22088 	23302 	22062 	22872 	22480 	23783 	24074 b	25026 	25245 	25002 	26335 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,PL	9783 	9034 	7600 	7638 	7311 	6393 	5247 	5501 	5283 	5320 	5652 	7374 	7564 	8054 	8720 	10103 	10573 	11392 	10306 	12038 	13512 	12879 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,PT	: 	1334 	1124 b	1496 	1951 	2088 	2521 	2466 b	2866 	2274 e	1683 	1891 e	2098 	2235 e	2371 	2473 e	2576 	2531 e	2487 	2347 e	2207 	2493 e	2373 e	2263 	2321 e	2380 	2344 e	2308 	2490 e	2672 	2703 e	2733 	2583 e	2433 	: 	: 
TOTAL,OTH,T,FTE,RO	8544 	8772 	8938 	8024 	8537 b	3252 	5136 	6376 	5808 	5823 	5266 	6579 	6678 	6077 	6961 	6934 	11775 	13449 	13891 	15747 	13818 	14253 	16932 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,RS	: 	3925 	3480 	3684 	3605 	3861 	4798 	4500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,RU	314353 	312481 	316398 	316700 	321113 	329879 	335726 	348814 	369959 	377877 	380886 	394362 	405391 	411497 	418399 	417348 	411763 	391506 	431541 	454252 	485852 	511896 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,SE	: 	: 	: 	: 	10551 e	: 	10369 e	: 	11277 bde	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,SI	1354 p	1345 	1316 	1329 	1452 b	1309 	1194 	1144 b	1030 	982 	921 	779 	749 	833 	964 	1019 	980 	2266 	2240 	2345 	2799 	2834 	2784 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,SK	1070 	862 	653 	777 	866 	918 	781 	872 	829 	969 	1238 	1209 	1244 	1418 	1514 	1669 	1787 	1985 	2054 b	2359 d	2390 d	2763 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,TR	: 	9703 e	8863 e	8814 e	8042 e	7099 e	6988 e	6821 e	6289 e	6056 e	5360 e	2742 e	2556 e	2402 e	2436 e	1559 e	1831 e	1811 e	2151 e	1864 e	1038 e	995 e	1062 e	1726 e	1692 e	1655 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,FTE,UK	40098 ep	37560 e	32430 	31844 e	31912 	34891 e	33628 e	34542 e	38752 e	36657 e	34824 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	68000 	74000 b	79000 	86000 	84000 	89000 	88000 	90000 	89000 	93000 	97000 	99000 	100000 	: 
TOTAL,OTH,T,HC,AT	: 	: 	11716 	: 	11494 	: 	10164 	: 	10245 	10485 	: 	10034 	: 	9456 	: 	: 	: 	9038 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,BA	: 	1076 	649 	549 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,BE	: 	: 	: 	: 	8227 	7910 	8989 	8649 	10860 	10454 	8681 	8429 	8733 	8719 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,BG	: 	: 	: 	: 	2129 	2203 	2566 	2275 	2371 	2442 	2292 	2357 	2318 	2275 	2090 	2134 	1678 	2282 	2095 	3238 	3368 	3456 	6503 	9078 	27621 	47295 	44168 	38584 	34224 	33568 	29201 	29720 	27400 	25932 	25243 	23146 
TOTAL,OTH,T,HC,CH	: 	: 	: 	33794 	: 	: 	: 	30073 	: 	: 	: 	21095 	: 	: 	: 	22460 	: 	: 	: 	18810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,CY	: 	337 	341 	351 	356 	376 	353 	361 	381 	445 	442 	434 	451 	434 	422 	415 	414 	333 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,CZ	: 	13384 	13643 	13002 	11354 	10818 	9411 	8751 	8898 	8147 	8185 	7480 	7219 	7398 	7334 	8105 	8692 	9076 	9710 	10261 	10343 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,DE	: 	: 	131613 	: 	132190 	: 	143375 	: 	144205 	: 	144494 	: 	149453 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,DK	: 	: 	: 	: 	10776 	11553 	11903 	: 	8999 b	8637 	8010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,EE	: 	948 	836 	748 	712 	793 	779 	687 	938 	1005 	977 	1026 	1154 	930 	1111 	1025 	1048 	1165 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,EL	: 	: 	: 	: 	12910 b	: 	: 	: 	: 	: 	12782 	: 	13902 	: 	13365 	: 	15066 	: 	12839 	: 	10928 	: 	8065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,ES	: 	44211 	42774 	44280 	49236 	49960 	53638 	57272 	52164 	52862 	45948 	44303 	41841 	38501 	31748 	: 	30122 	: 	26399 	: 	25497 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,FR	: 	: 	48626 	47580 	48060 	48846 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,HR	: 	1726 	1806 	1691 	1881 	1959 	2020 	1891 	1777 	1528 	1567 	2803 	2474 	2767 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,HU	: 	7926 	9187 	9251 	8644 	8962 	8516 	8084 	7952 	9184 	9653 	10322 b	9730 d	9998 d	9227 d	9136 	8443 d	8561 d	8252 d	7557 d	7617 d	7718 d	8226 d	8320 d	10217 d	11618 d	12807 d	13471 d	13771 d	13993 d	13835 d	13793 d	13547 d	15211 d	13577 d	15802 
TOTAL,OTH,T,HC,IE	: 	: 	8579 	3536 	8041 	7834 e	7978 	6975 	7019 	6947 	6091 	5287 	4821 	4574 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,IS	868 	: 	529 b	: 	424 b	: 	467 	599 	573 	723 	741 	: 	802 	: 	819 	: 	743 	: 	601 	: 	334 	: 	429 	: 	305 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,JP	: 	178240 	169803 	167014 	168472 	177403 	175418 	179543 	180343 	186425 	175269 	177719 	168546 	165112 	172458 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,KR	: 	53343 	48259 	51840 	48851 	50594 	47787 	46157 	38132 b	29117 d	25547 d	25605 d	23606 d	20897 d	20127 d	16232 d	18903 d	18705 d	15369 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,LT	: 	: 	: 	: 	2529 	2553 	2764 	3102 	3123 	2679 	2668 	2912 	2259 	2310 	2715 	2440 	2528 	2650 	2798 	3168 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,LU	: 	: 	1156 	: 	818 	: 	1103 	: 	1308 e	: 	792 	: 	404 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,LV	: 	: 	: 	: 	1127 	1039 	903 	1375 	1412 	1318 	1643 	1404 	1330 	1983 	1478 	1181 	1130 	1285 	1121 	1162 	1350 	1521 	1776 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,ME	: 	332 	312 	: 	318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,MK	: 	: 	: 	233 	155 	326 	312 	333 	352 	402 	365 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,MT	: 	463 	407 	393 	377 	327 	260 	241 	211 	234 	231 	236 b	169 	349 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,NL	: 	: 	: 	: 	34329 b	: 	28061 	31479 	29009 	29949 	30607 	34231 	31623 b	32625 	32766 	32423 	36274 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,PL	: 	14397 	13624 	12866 	12442 	11784 	10444 	10592 	10834 	11376 	11567 	15139 	14933 	14687 	15965 	17127 	17671 	18247 	16376 	19713 	19646 	19545 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,PT	: 	2686 	2297 b	3799 	4587 	4340 	5135 	4585 b	4756 	3676 e	2596 	2999 e	3401 	3477 e	3553 	3897 e	4241 	4095 	3949 	3724 e	3499 	3773 e	3610 e	3475 	3481 e	3487 	3399 e	3311 	3408 e	3505 	3619 e	3732 	3525 e	3317 	: 	: 
TOTAL,OTH,T,HC,RO	: 	10119 	10212 	9036 	10494 b	4944 	7505 	7597 	6882 	7242 	5858 	7738 	8264 	7053 	7856 	7308 	12305 	14254 	14475 	16389 	14460 	14895 	17574 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,RS	: 	4088 	3778 	3943 	3817 	4126 	5058 	4753 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,RU	: 	295201 e	296613 e	295738 e	298920 e	308349 e	313151 e	325230 e	343717 e	352096 e	356104 e	367950 e	376966 e	381603 e	387976 e	386591 	379709 	363397 	399190 	418178 	440983 	465457 	536220 	547888 	598696 	716044 	826324 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,SE	: 	: 	: 	: 	19927 e	: 	17665 be	: 	20801 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,SI	: 	2010 	1990 	2063 	2180 b	1773 	1697 	1631 b	1386 	1347 	1262 	1053 	977 	1221 	1414 	1438 	1420 	3040 	3023 	3635 	3578 	3459 	3122 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,SK	: 	1171 	957 	1058 	1204 	1238 	1065 	1129 	1130 	1266 	1782 	1755 	1591 	1848 	1966 	2103 	2228 	2437 	2732 	2855 	2966 	3345 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,TR	: 	12221 e	11363 e	11207 e	10442 e	9299 e	9091 e	8776 e	8161 e	7429 e	7175 e	4861 e	4417 e	4942 e	4919 e	4217 e	4336 e	4401 e	4899 e	3952 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,OTH,T,HC,UK	: 	51932 e	46703 	41676 e	41863 	38863 e	35646 e	: 	41367 e	: 	37184 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,AT	: 	: 	9286 	: 	8463 	: 	7765 	: 	6521 	5669 	: 	4740 	: 	3811 	: 	: 	: 	2627 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,BA	: 	507 	302 	196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,BE	: 	: 	: 	: 	13545 	12962 	12064 	11732 	11150 	10586 	9769 	9287 	8585 	8316 	8254 	7786 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RSE,F,FTE,BG	: 	6571 	6196 	5606 	5940 	5506 	5796 	5462 	5350 	4690 	4673 	4642 	4535 	4353 	4247 	4354 	4656 	5321 	5431 	6114 	5723 	5220 	12120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
