sex,prof_pos,sectperf,unit,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 
T,TOTAL,BES,PC_EMP_FTE,SI	1.0224 p	1.087 	1.1048 	1.0432 	1.0516 b	0.749 	0.7105 	0.6364 b	0.5537 	0.513 	0.4699 	0.4204 	0.4173 	0.5061 	0.4759 	0.4686 	0.4859 	0.4592 	0.4344 	0.4278 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_FTE,SK	0.1832 	0.1759 	0.1561 	0.1636 	0.1412 	0.14 	0.1114 	0.1132 	0.1148 	0.137 	0.1597 	0.1608 	0.1695 	0.211 	0.2249 	0.2468 	0.2679 	0.3062 	0.3369 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_FTE,TR	: 	0.2453 	0.2349 	0.2161 	0.1936 	0.1705 	0.1521 	0.1331 	0.12 	0.0907 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_FTE,UK	0.6915 ep	0.6503 	0.6154 	0.5589 	0.5576 	0.5474 	0.535 	0.5279 	0.5497 	0.526 	0.5163 	0.5369 	0.5668 	0.5783 	0.5666 b	0.5407 	0.5749 	0.5559 	0.5178 	0.5456 	0.565 	0.5636 	0.5958 b	0.5903 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,AT	: 	: 	1.6208 	: 	1.4727 	: 	1.2962 	: 	1.2513 	1.1984 	: 	1.061 	: 	0.924 	: 	: 	: 	0.6827 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,BE	: 	: 	1.1258 	: 	1.0301 	0.931 	0.95 	0.9336 	0.9362 	0.9239 	0.9143 	0.9054 	0.9343 	0.9275 	1.0173 	0.9563 	0.9154 	0.8893 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,BG	: 	0.2181 	0.1572 	0.122 	0.1014 	0.1092 	0.125 	0.1028 	0.0963 	0.0964 	0.0782 	0.0884 	0.0861 	0.0689 	0.0738 	0.0821 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,CH	: 	: 	: 	1.2125 	: 	: 	: 	1.0789 	: 	: 	: 	0.9552 	: 	: 	: 	1.0887 	: 	: 	: 	0.987 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,CY	: 	0.1169 	0.1286 	0.1259 	0.1376 	0.1524 	0.1736 	0.172 	0.1641 	0.1922 	0.1876 	0.1746 	0.1783 	0.1659 	0.1598 	0.1518 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,CZ	: 	1.0103 	0.9345 	0.8824 	0.801 	0.7407 	0.6893 	0.6637 	0.6558 	0.6236 	0.5791 	0.5724 	0.5191 	0.4781 	0.444 	0.467 	0.4806 	0.4206 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,DE	: 	: 	1.0572 	: 	1.0795 	: 	1.0145 	: 	0.9751 	: 	0.9536 	: 	0.9395 	: 	0.9527 	: 	0.9555 	: 	0.9273 	: 	0.906 	: 	0.936 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,DK	: 	1.7 	1.694 	1.7422 	1.7781 	1.8077 	1.7774 	1.8755 	1.4706 b	1.4606 	1.4576 	1.4982 	1.3401 	1.4097 	1.2642 	1.1771 	1.1011 	1.0766 	1.0008 	: 	0.9953 	: 	0.8667 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,EA19	: 	: 	1.0396 	: 	0.974 	: 	0.8367 e	: 	0.7757 	: 	0.7078 e	: 	0.6853 e	: 	0.6759 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,EE	: 	0.4883 	0.4635 	0.4832 	0.549 	0.5808 	0.5449 	0.4783 	0.425 	0.4131 	0.3786 	0.2991 	0.2627 	0.2042 	0.2016 	0.1608 	0.1968 	0.1337 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,EL	: 	: 	0.3015 	: 	0.2509 b	: 	: 	: 	0.2775 	: 	0.2957 	: 	0.2878 	0.3166 	0.3184 	0.2923 	0.2187 	: 	0.1531 	0.1374 	0.1431 	: 	0.1238 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,ES	: 	0.7412 	0.7535 	0.7349 	0.7108 	0.7124 	0.7081 	0.6758 b	0.6092 	0.5717 	0.5169 	0.5151 	0.474 	0.4403 b	0.3379 	: 	0.3184 	: 	0.2721 	: 	0.2667 	0.2787 	0.2831 	0.2741 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,EU28	: 	: 	0.9037 	: 	0.8362 	: 	0.7162 e	: 	0.6739 	: 	0.6265 e	: 	0.6093 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,FI	: 	1.6855 	1.7008 	1.6576 	1.6865 	1.676 	1.7029 	1.6725 	1.6676 	1.7256 	1.7158 	1.7345 	1.7096 	1.6669 	1.6158 	1.6466 	1.5961 	1.4822 	1.3869 	1.3006 	1.1504 	: 	0.9466 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,FR	: 	: 	1.3278 	1.3016 	1.221 	1.1542 	0.9873 	0.9393 	0.9001 	0.9135 b	0.8196 	0.8474 	0.8228 	0.8393 	0.8219 b	0.8033 	: 	0.8247 	0.8333 	0.8105 	0.8141 	0.8168 	0.8186 	0.8231 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,HR	: 	0.202 	0.2013 	0.1918 	0.1828 	0.1816 	0.1987 	0.1729 	0.1616 	0.1704 	0.1659 	0.2147 	0.1504 	0.1653 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,HU	: 	0.6231 	0.6688 	0.6142 	0.5592 	0.5112 	0.4436 	0.3678 	0.3392 	0.3009 	0.2422 	0.2289 	0.2422 	0.2449 	0.2252 	0.2128 	0.2038 	0.2104 	0.2534 	0.2527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,IE	: 	: 	1.3559 	: 	1.057 	0.875 e	0.8228 	0.7193 	0.6646 	0.6876 	0.7113 	0.6995 	0.6778 	0.6866 	0.7196 	0.6212 	0.6105 	0.5975 	0.5909 	0.5673 	0.5734 	0.518 	0.4579 	0.4254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,IS	1.6356 	: 	1.2939 b	: 	1.2384 b	: 	1.0369 	1.3383 	1.2882 	1.5465 	1.5357 	: 	1.4718 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,IT	: 	0.8094 	0.7866 	0.7315 	0.6822 	0.6923 	0.6728 	0.6454 	0.5744 	0.4706 	0.3926 	0.3716 	0.374 	0.399 	0.3677 	0.3666 	0.3372 	0.3531 	0.3447 	0.3454 	0.3443 	0.3542 	0.3383 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,JP	: 	: 	1.0553 	1.0558 	1.0802 	1.1067 	1.0994 	1.1042 	1.1055 	1.1013 	1.0757 	1.0418 	1.0345 	0.9632 	0.9817 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,KR	: 	: 	1.3495 	1.3445 	1.2415 	1.1422 	1.0872 	1.0112 	0.9565 b	0.9066 d	0.8216 d	0.7372 d	0.6956 d	0.6632 d	0.6412 d	0.5437 d	0.4605 d	0.4372 d	0.4811 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,LT	: 	0.438 	0.2733 	0.2301 	0.2593 	0.2347 	0.1665 	0.1845 	0.1774 	0.1111 	0.1103 	0.0934 	0.0555 	0.0401 	0.0717 	0.0492 	0.0309 	0.0375 	0.0425 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,LU	: 	: 	1.4805 	: 	1.8432 	: 	1.9237 	: 	2.1808 	: 	2.1539 	: 	1.8995 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,LV	: 	0.2725 	0.2078 	0.1927 	0.2064 	0.2269 	0.1594 	0.1755 	0.1924 	0.2293 	0.218 	0.1213 	0.1309 	0.2523 	0.1878 	0.1949 	0.0539 	0.0574 	0.0658 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,MK	: 	: 	: 	0.0216 	0.0322 	0.0181 	0.0146 	0.014 	0.0136 	0.0139 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,MT	: 	0.6051 	0.5913 	0.7095 	0.6866 	0.5156 	0.3873 	0.3899 	0.369 	0.39 	0.373 	0.2912 b	0.066 	0.051 	: 	0.0552 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,NL	: 	1.6493 	1.6053 	1.5901 b	1.4849 b	0.8849 	0.6162 	0.7598 	0.7324 	0.8427 	0.8058 	0.8541 	0.7143 	0.7605 	0.7643 	0.7987 	0.8104 	0.7622 	0.7225 	: 	0.7295 	0.7388 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,NO	: 	1.2276 	1.1238 	1.1042 	1.0706 	1.0682 	1.086 	1.0779 	1.0096 	: 	1.0163 	1.0451 	0.9951 	0.9805 	0.9313 	: 	0.7862 	: 	0.8224 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,PL	: 	0.277 	0.2481 	0.2111 	0.1744 	0.1491 	0.1185 	0.1131 	0.1231 	0.1269 	0.1292 	0.1248 	0.1128 	0.084 	0.1621 	0.1703 	0.1815 	0.1941 	0.1984 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,PT	: 	0.8371 	0.7994 	0.7243 	0.687 	0.592 	0.5714 	0.5504 	0.4641 	0.3315 e	0.1995 	0.2035 e	0.2074 	0.1735 e	0.1422 	0.1321 e	0.1221 	0.1043 	0.0913 	0.0861 e	0.0793 	0.0785 e	0.0775 e	0.0708 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,RO	: 	0.1415 	0.1408 	0.1445 	0.1422 b	0.1046 	0.1266 	0.1367 	0.1523 	0.1634 	0.1924 	0.1923 	0.2003 	0.2161 	0.2166 	0.2457 	0.35 	0.3963 	0.3809 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,RU	: 	: 	: 	0.551 e	0.5924 e	0.605 e	0.623 e	0.6359 e	0.676 e	0.7035 e	0.7268 e	0.7984 e	0.8421 e	0.853 e	0.8989 e	0.9077 	0.9097 	0.9554 	1.0324 	1.0652 	1.1343 	1.1715 	1.4567 	1.6449 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,SE	: 	: 	1.4424 	: 	1.3727 	: 	1.4403 	: 	1.4094 b	: 	1.5363 b	: 	1.234 	: 	1.2587 	: 	1.2499 	: 	1.2805 	: 	1.1803 b	: 	0.9993 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,SI	: 	1.4194 	1.435 	1.3311 	1.3416 b	0.8946 	0.8434 	0.7584 b	0.6454 	0.6048 	0.5441 	0.5058 	0.4867 	0.5996 	0.5589 	0.5501 	0.5736 	0.5426 	0.5177 	0.4956 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,SK	: 	0.2298 	0.2109 	0.2218 	0.1968 	0.1942 	0.1514 	0.1564 	0.1651 	0.1913 	0.2184 	0.2149 	0.211 	0.2561 	0.2826 	0.3062 	0.328 	0.3618 	0.4152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,TR	: 	0.2919 	0.2777 	0.2539 	0.2346 	0.2087 	0.1868 	0.1603 	0.1425 	0.1127 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,BES,PC_EMP_HC,UK	: 	0.8751 	0.798 	0.7133 	0.6944 	0.5934 	0.5509 e	0.5437 e	0.5663 e	0.5413 e	0.5312 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,AT	0.0615 ep	0.061 e	0.0596 	0.0603 e	0.0615 	0.0646 e	0.0648 	0.0661 e	0.0612 	0.0607 	0.0589 e	0.0527 	: 	0.0537 	: 	: 	: 	0.055 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,BE	0.1342 p	0.1229 e	0.121 	0.12 b	0.0949 	0.0907 	0.0963 	0.0911 	0.0818 	0.0801 	0.0782 	0.0775 	0.0852 	0.0842 	0.0851 	0.0798 	0.0719 	0.0674 b	0.0663 	0.0634 	0.0562 	0.0569 	0.0571 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,BG	0.2542 p	0.2633 	0.2705 	0.2807 	0.2798 	0.2759 	0.2751 	0.2787 	0.2936 	0.3038 	0.31 	0.3169 	0.3222 	0.3163 	0.3105 	0.3196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,CH	0.0196 d	0.0196 d	: 	0.0175 d	: 	0.0165 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,CN_X_HK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0327 d	0.0317 d	0.0328 d	0.0335 d	0.034 d	0.0381 d	0.0322 d	0.0316 d	0.0361 d	0.0333 d	0.0357 d	0.0379 d	0.0387 d	0.0426 d	0.0417 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,CY	0.0545 p	0.0511 	0.054 	0.0582 	0.0601 	0.0671 	0.065 	0.0735 	0.0851 	0.0967 	0.1025 	0.1024 	0.1115 	0.1174 	0.1126 	0.1149 	0.1282 	0.1197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,CZ	0.2491 p	0.2278 	0.2254 	0.2192 	0.2163 	0.2104 	0.2146 	0.2205 	0.221 	0.2157 	0.2068 b	0.1513 	0.1581 	0.1456 	0.1541 	0.1408 	0.1365 	0.1452 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,DE	0.2437 ep	0.2464 d	0.2405 d	0.2365 d	0.2316 d	0.2253 d	0.2111 d	0.2024 d	0.1967 	0.1917 	0.1887 	0.1918 	0.1873 	0.1853 	0.1836 	0.1828 	0.1822 	0.1875 	0.1888 	0.1927 	0.1941 	0.1869 	0.1834 b	0.1882 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,DK	0.0589 e	0.0596 	0.0547 	0.0543 	0.0528 	0.0544 	0.0502 	0.0531 	0.0596 b	0.1139 	0.1139 	0.114 	0.122 	0.1202 b	0.1939 	0.2024 	0.2196 	0.2086 	0.2021 	0.1964 e	0.1949 	: 	0.1742 	0.1625 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,EA19	0.182 p	0.1807 	0.1788 	0.1777 	0.1763 	0.175 e	0.1724 e	0.1678 e	0.1645 	0.1622 	0.1576 	0.155 e	0.1544 e	0.1534 e	0.1566 e	0.1606 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,EE	0.1196 p	0.1234 	0.1299 	0.1176 	0.1167 	0.1168 	0.1078 	0.1115 	0.1178 	0.107 	0.1076 	0.1252 	0.1273 	0.1231 	0.1138 	0.1423 	0.1549 	0.1632 	0.1844 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,EL	0.2841 p	0.2344 	0.239 	0.2067 	0.198 b	: 	: 	: 	0.0937 e	0.0937 e	0.0895 	: 	0.1078 	: 	0.102 	: 	0.0987 	: 	0.107 	: 	0.1201 	: 	0.1218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,ES	0.1743 	0.1699 	0.1708 	0.1795 	0.1886 	0.1982 	0.1963 	0.1796 	0.1702 	0.1599 	0.1528 	0.1341 	0.1312 	0.1231 	0.1308 	0.1251 	0.1287 	0.1188 	0.1148 	0.1089 	0.1065 	0.1098 	0.1095 	0.1081 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,EU28	0.1577 p	0.1563 	0.1556 	0.1547 	0.1538 	0.1522 e	0.1493 e	0.1471 e	0.1443 	0.1446 	0.142 	0.1402 e	0.1409 e	0.1407 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,FI	0.1726 	0.2247 	0.241 	0.2412 	0.2609 	0.2595 	0.2567 	0.2668 	0.2772 	0.2828 	0.2858 	0.285 	0.285 	0.2849 	0.2816 	0.2844 	0.2932 	0.3034 	0.2821 	: 	0.2583 b	0.2774 bd	0.268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,FR	: 	0.1745 	0.1737 	0.1742 	0.1748 	0.1757 b	0.1878 d	0.1856 d	0.1829 d	0.1836 d	0.1808 d	0.1766 	0.176 	0.1828 d	0.1909 d	0.2082 b	0.2105 	0.2078 	0.2116 b	0.2787 	0.2779 	0.2781 	0.2786 	0.2798 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,HR	0.1742 d	0.1797 d	0.1917 d	0.1917 d	0.1959 	0.1936 	0.1931 	0.1774 	0.1775 	0.1838 	0.1813 	0.2073 	0.1882 	0.1685 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,HU	0.1809 	0.1635 	0.1806 	0.1783 	0.2024 	0.1972 	0.1991 	0.1943 	0.1872 	0.1935 	0.1831 	0.184 b	0.1897 d	0.1951 d	0.1901 d	0.2017 	0.1968 d	0.1791 d	0.1781 d	0.1783 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,IE	0.0452 	0.0394 	0.0388 	0.0438 	0.0488 	0.048 	0.048 	0.0504 	0.0545 	0.0565 	0.0565 	0.0637 	0.0622 	0.0658 	0.0729 b	0.0827 	0.0526 	0.0584 	0.0615 	0.0644 	0.0675 	0.0675 	0.0685 	0.0679 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,IS	0.1519 	: 	0.1518 b	: 	0.3474 b	: 	0.4744 	0.4164 	0.4054 	0.5106 	0.5373 	: 	0.5032 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,IT	0.1529 p	0.1538 	0.1573 	0.1524 	0.1489 	0.1432 	0.1394 	0.1399 	0.1478 	0.1504 	0.1366 	0.1352 	0.1322 	0.1309 	0.127 	0.1344 	0.134 	0.1402 	0.1389 	0.1437 	0.1482 	0.1467 	0.1479 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,JP	: 	: 	: 	: 	0.1004 	0.0938 	0.0953 	0.0931 	0.0947 	0.0949 	0.0947 	0.093 	0.0928 	0.0955 	0.093 	0.0876 	0.0871 	0.0865 	0.0833 	0.0837 	0.084 	0.0837 	0.0847 	0.0842 	0.0846 	0.0857 	0.0868 	0.088 	0.0883 	0.0891 	0.0898 	0.0907 	0.0918 	0.0934 	0.0948 
T,TOTAL,GOV,PC_ACT_FTE,KR	: 	: 	: 	: 	0.1125 	0.1089 	0.1057 	0.0894 	0.0864 b	0.0793 d	0.071 d	0.0773 d	0.0648 d	0.061 d	0.0659 d	0.0596 d	0.0709 d	0.0688 d	0.0735 d	0.0771 d	0.1049 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,LT	0.1503 	0.1539 	0.1551 	0.1479 	0.1534 	0.171 	0.1959 	0.1989 	0.1997 	0.1922 	0.2016 	0.1933 	0.1961 	0.2127 	0.2906 	0.3027 	0.3285 	0.3407 	0.3442 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,LU	0.4814 p	0.46 	0.4763 	0.4788 	0.5014 	0.4525 	0.4002 	0.3796 	0.3432 	0.3098 	0.2774 	0.2586 	0.2466 	0.2153 	0.2052 	0.1655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,LV	0.1227 p	0.1222 	0.1195 	0.1163 	0.1161 	0.0985 	0.1133 	0.1391 	0.1266 	0.1089 	0.1197 	0.0953 	0.0937 	0.1054 	0.1027 	0.111 	0.1237 	0.1333 	0.1498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,MK	: 	0.045 	0.0462 	0.07 	0.0361 	0.0685 	0.0595 	0.0685 	0.0706 	0.0735 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,MT	0.0221 p	0.0194 	0.0187 	0.0233 	0.0225 	0.0349 	0.039 	0.0323 	0.0202 	0.0292 	0.0281 	0.0287 	0.0229 	0.086 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,NL	0.1688 dp	0.1627 d	0.1543 d	0.1554 bd	0.1308 d	0.1326 d	0.1306 d	0.14 d	0.1408 d	0.1505 d	0.151 d	0.1617 d	0.1712 bd	0.1541 	0.157 	0.1567 b	0.1772 	0.2133 	0.2136 	0.217 	0.2205 	0.2225 b	0.2155 	0.2112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,NO	0.2592 p	0.2543 	0.2597 	0.2577 	0.2577 	0.2511 	0.2491 	0.2241 	0.2324 b	0.223 	0.2193 	0.2144 	0.2149 	0.2111 	0.2061 	: 	0.2091 	: 	0.2184 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,PL	0.129 	0.1318 	0.128 	0.1276 	0.1262 	0.1196 	0.1082 	0.1089 	0.1052 	0.1059 	0.106 	0.1177 	0.1268 	0.1412 	0.1028 	0.1112 	0.114 	0.1213 	0.115 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,PT	0.0393 p	0.0409 	0.0396 	0.0433 	0.0636 	0.0644 	0.0751 	0.0881 	0.0871 	0.0876 e	0.0883 	0.0926 e	0.0963 	0.1071 e	0.1192 	0.1203 e	0.1213 	0.1152 e	0.1143 	0.1096 e	0.1037 	0.0975 e	0.0924 e	0.0805 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,RO	0.1364 	0.1336 	0.1397 	0.1286 	0.1213 b	0.0972 	0.0918 	0.109 	0.0927 	0.0876 	0.1075 	0.1044 	0.1011 	0.0919 	0.0819 	0.0727 	0.0844 	0.1002 	0.0911 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,RU	: 	: 	: 	0.387 	0.3647 	0.3716 	0.3728 	0.3738 	0.393 	0.4003 	0.4029 	0.387 	0.3857 	0.3862 	0.3889 	0.3798 	0.3847 	0.414 	0.4251 	0.4177 	0.4329 	0.4467 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
