sex,prof_pos,sectperf,unit,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 
T,TOTAL,GOV,PC_ACT_FTE,SE	0.0839 	0.068 e	0.0648 e	0.0684 e	0.0693 be	0.0644 e	0.0543 e	0.0612 e	0.0685 e	0.0772 e	0.0746 be	0.0676 	0.0667 	: 	0.063 	: 	0.0742 	: 	0.0777 	: 	0.079 	: 	0.0741 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,SI	0.2457 p	0.2513 	0.2622 	0.2589 	0.2633 b	0.3088 	0.3201 	0.3193 	0.3074 	0.2851 	0.254 	0.1784 	0.1772 	0.2392 	0.2506 	0.2723 	0.2814 	0.2834 	0.2831 	0.3278 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,SK	0.1594 d	0.1532 d	0.1311 d	0.1547 d	0.1538 d	0.1617 d	0.1476 d	0.157 d	0.1593 d	0.1408 d	0.141 d	0.1322 d	0.147 d	0.1466 d	0.1521 d	0.1624 	0.1611 d	0.169 d	0.1563 bd	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,TR	: 	0.0435 	0.044 	0.0458 	0.0456 	0.046 	0.0464 	0.0431 	0.0431 	0.0444 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_FTE,UK	0.0501 ep	0.0515 	0.053 	0.0542 	0.0547 	0.061 	0.0613 	0.0609 	0.0608 	0.0684 	0.069 	0.0711 	0.0732 	0.0737 	0.0818 b	0.1041 	0.105 	0.1026 	0.091 	0.097 	0.1026 	0.1144 	0.1219 b	0.132 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,AT	: 	: 	0.1463 	: 	0.1481 	: 	0.1454 	: 	0.1353 	0.138 	: 	0.1431 	: 	0.1567 	: 	: 	: 	0.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,BE	: 	: 	0.1343 	0.133 b	0.1122 	0.1077 	0.1137 	0.1086 	0.0845 	0.0837 	0.0878 	0.0867 	0.0888 	0.0878 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,BG	: 	0.2758 	0.2777 	0.29 	0.2858 	0.2854 	0.2858 	0.29 	0.3101 	0.3232 	0.332 	0.3373 	0.3395 	0.3329 	0.3268 	0.3403 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,CH	0.04 d	0.04 d	: 	0.035 d	: 	0.034 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,CY	: 	0.1158 	0.1212 	0.1312 	0.1405 	0.145 	0.1425 	0.1655 	0.1734 	0.1953 	0.2028 	0.2049 	0.2181 	0.2344 	0.2162 	0.2122 	0.2179 	0.2083 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,CZ	: 	0.2889 	0.2871 	0.2799 	0.2786 	0.2708 	0.2837 	0.2923 	0.2891 	0.2833 	0.2712 	0.2692 	0.2648 	0.2676 	0.2725 	0.2729 	0.2649 	0.2973 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,DE	: 	0.2928 d	0.2852 d	0.2822 d	0.2767 d	0.2688 d	0.251 d	0.2406 d	0.2331 e	0.2268 	0.2166 	0.2186 	0.2148 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,DK	: 	0.1045 	0.0996 	0.0955 	0.0916 	0.091 	0.0872 	0.089 	0.1013 b	0.174 	0.1713 	0.1712 	0.1777 	0.1691 b	0.3478 	0.3371 	0.3776 	: 	0.3735 	: 	0.4125 	: 	0.3512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,EA19	: 	0.2258 e	0.2226 	0.2207 e	0.2175 	0.2141 e	0.2123 e	0.2074 e	0.2023 e	0.201 e	0.1968 e	0.1916 e	0.1894 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,EE	0.1674 	0.1674 	0.174 	0.1702 	0.1638 	0.1649 	0.161 	0.1654 	0.1652 	0.1619 	0.1532 	0.1699 	0.1759 	0.1522 	0.1434 	0.1679 	0.1847 	0.1954 	0.2266 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,EL	: 	: 	0.3525 	: 	0.2729 b	: 	: 	: 	: 	: 	0.162 	: 	0.1934 	: 	0.1908 	: 	0.1762 	: 	0.2335 	: 	0.2511 	: 	0.1803 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,ES	: 	0.235 	0.2329 	0.242 	0.2499 	0.2534 	0.2627 	0.2419 	0.2275 	0.216 	0.2093 	0.1949 	0.1798 	0.1672 	0.1764 	0.1658 	0.1666 	: 	0.1533 	: 	0.1401 	0.147 	0.155 	0.1585 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,EU28	: 	0.1968 e	0.1948 	0.1927 e	0.1899 	0.1864 e	0.1831 e	0.1807 e	0.1778 e	0.179 e	0.1764 e	0.1746 e	0.1737 e	0.1724 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,FI	: 	0.2819 	0.309 	0.3129 	0.3297 	0.3347 	0.3233 	0.3263 	0.3491 	0.3657 	0.3822 	0.3863 	0.3838 	0.3884 	0.3725 	0.3679 	0.385 	0.3947 	0.3812 	: 	0.3423 	: 	0.3655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,FR	: 	: 	0.1799 	0.1805 	0.1834 	0.1833 b	0.1984 d	0.1965 d	0.1943 d	0.1936 d	0.2052 d	0.1881 	0.1874 	0.1937 bd	0.189 e	0.1982 e	: 	0.201 	0.2072 	0.2646 	0.2618 	0.2629 	0.2631 	0.2629 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,HR	: 	0.2394 d	0.2576 d	0.2622 d	0.2626 	0.2677 	0.2718 	0.2452 	0.2493 	0.2785 	0.2653 	0.365 	0.3153 	0.2703 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,HU	: 	0.2125 	0.2165 	0.2237 	0.2424 	0.2468 	0.2443 	0.2412 	0.2493 	0.2723 	0.2782 	0.2782 b	0.277 d	0.2877 d	0.2561 d	0.2767 	0.2465 d	0.2219 d	0.2068 d	0.2039 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,IE	: 	0.0483 	0.0485 	0.0524 	0.0564 	0.053 	0.0551 	0.0562 	0.0593 	0.0618 	0.0623 	0.0838 	0.0888 	0.0882 	0.1137 b	0.1018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,IS	0.1818 	: 	0.1674 b	: 	0.4345 b	: 	1.0314 	0.9476 	0.9225 	1.0908 	1.0861 	: 	1.1299 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,IT	0.2027 p	0.205 	0.2066 	0.1977 	0.1919 	0.1873 	0.1889 	0.1985 	0.2037 	0.2102 	0.1903 	0.1839 	0.1791 	0.1665 	0.1659 	0.1785 	0.1786 	0.1889 	0.1795 	0.1868 	0.1838 	0.1823 	0.1764 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,JP	: 	: 	: 	: 	0.1129 	0.1076 	0.1087 	0.1062 	0.1075 	0.1087 	0.109 	0.109 	0.1086 	0.1052 	0.102 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,KR	: 	: 	: 	: 	0.142 	0.1348 	0.1276 	0.1028 	0.1025 b	0.0868 d	0.0812 d	0.083 d	0.0825 d	0.0812 d	0.0846 d	0.0865 d	0.086 d	0.0828 d	0.0954 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,LT	: 	0.1974 	0.1928 	0.1843 	0.1872 	0.1847 	0.2017 	0.2037 	0.2066 	0.2055 	0.2111 	0.2117 	0.205 	0.2187 	0.2988 	0.309 	0.3311 	0.3441 	0.3575 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,LU	: 	: 	0.5223 	0.5224 	0.5517 	0.5013 	0.441 	: 	0.3787 	0.3473 	0.3173 	: 	0.2839 	0.2503 	0.2246 	0.194 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,LV	: 	0.1645 	0.1618 	0.158 	0.1582 	0.1271 	0.1389 	0.1638 	0.1987 	0.2004 	0.1867 	0.1357 	0.1385 	0.1485 	0.1466 	0.1309 	0.145 	0.1538 	0.1763 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,MK	: 	: 	: 	0.0797 	0.0484 	0.1122 	0.0965 	0.118 	0.1191 	0.1233 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,MT	0.0394 p	0.0275 	0.0259 	0.0307 	0.0324 	0.0453 	0.0535 	0.0411 	0.0291 	0.0453 	0.0403 	0.0329 	0.0233 	0.1599 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,NL	: 	0.2069 d	0.2003 d	0.2047 bd	0.1567 d	0.1554 d	0.15 d	0.1591 d	0.1638 d	0.1724 d	0.168 d	0.1802 d	0.1911 bd	0.1674 	0.1697 	0.1715 b	0.1985 	0.24 	0.2388 	0.2426 	0.2437 	0.2634 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,NO	: 	0.3525 	0.3563 	0.3531 	0.3572 	0.3495 	0.3463 	0.3203 	0.3272 	: 	0.2908 	: 	0.2872 	0.2857 	0.2791 	: 	0.2794 	: 	0.3002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,PL	: 	0.1608 	0.1589 	0.1572 	0.1588 	0.1542 	0.1357 	0.1343 	0.1375 	0.1364 	0.1302 	0.141 	0.1525 	0.169 	0.1187 	0.1293 	0.1327 	0.1403 	0.1371 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,PT	: 	0.1192 	0.1103 	0.1085 	0.1367 	0.1258 	0.1162 	0.1212 	0.1223 	0.1326 e	0.1433 	0.1434 e	0.1425 	0.1549 e	0.1693 	0.1793 e	0.1895 	0.1662 e	0.1493 	0.1437 e	0.1365 	0.1307 e	0.1261 e	0.1119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,RO	: 	0.1413 	0.1468 	0.1341 	0.1262 b	0.1003 	0.0951 	0.1141 	0.0969 	0.091 	0.1096 	0.1077 	0.1037 	0.0938 	0.0836 	0.0742 	0.086 	0.1017 	0.0924 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,RU	: 	: 	: 	0.3589 e	0.3364 e	0.3432 e	0.344 e	0.3446 e	0.3616 e	0.3693 e	0.3706 e	0.3536 e	0.3543 e	0.3558 e	0.358 e	0.3516 	0.3573 	0.3785 	0.391 	0.3881 	0.3989 	0.41 	0.3459 	0.3625 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,SE	: 	: 	0.2486 e	: 	0.1856 be	: 	0.0988 e	: 	0.1128 de	: 	0.1214 be	: 	0.1227 	: 	0.1173 	: 	0.1181 	: 	0.121 	: 	0.1203 	: 	0.0838 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,SI	: 	0.2933 	0.3048 	0.2983 	0.3046 b	0.3581 	0.3583 	0.3565 	0.3355 	0.3097 	0.2867 	0.2061 	0.2042 	0.2975 	0.3105 	0.3325 	0.3469 	0.3522 	0.3636 	0.3409 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,SK	: 	0.1931 d	0.1627 d	0.1885 d	0.1852 d	0.1871 d	0.1733 d	0.1781 d	0.1799 d	0.1628 d	0.1613 d	0.1531 d	0.1705 d	0.169 d	0.172 d	0.1831 	0.1805 d	0.1884 d	0.175 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,TR	: 	0.0495 	0.0509 	0.0548 	0.0546 	0.0551 	0.0552 	0.0519 	0.0531 	0.0531 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_ACT_HC,UK	: 	0.057 	0.0579 	0.0597 	0.0593 	0.0664 	0.0671 	0.067 	0.0689 	0.0743 	0.0754 	0.0771 	0.0784 	0.0811 	0.0808 b	0.1093 	0.1115 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,AT	0.0653 ep	0.0647 e	0.063 	0.0634 e	0.0645 	0.0679 e	0.0685 	0.069 e	0.0644 	0.064 	0.0625 e	0.0557 	: 	0.0559 	: 	: 	: 	0.0576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,BE	0.1468 p	0.1345 e	0.1323 	0.1299 b	0.1023 	0.0989 	0.1046 	0.098 	0.0884 	0.0874 	0.0855 	0.0847 	0.0928 	0.0911 	0.0912 	0.0859 	0.0787 	0.0743 b	0.0731 	0.0701 	0.0621 	0.0629 	0.0624 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,BG	0.28 p	0.2976 	0.3112 	0.3203 	0.3155 	0.3077 	0.2954 	0.2955 	0.3155 	0.3338 	0.3452 	0.3609 	0.374 	0.3873 	0.3902 	0.3852 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,CH	0.0205 d	0.0205 d	: 	0.0183 d	: 	0.0173 d	: 	0.0191 d	: 	0.0197 d	: 	0.0205 d	: 	0.0203 d	: 	0.0231 bd	: 	0.0291 	: 	0.0367 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,CN_X_HK	: 	: 	: 	: 	: 	: 	: 	: 	0.0384 d	0.0356 d	0.0336 d	0.0324 d	0.0335 d	0.0342 d	0.0347 d	0.0391 d	0.0328 d	0.0322 d	0.0366 d	0.0336 d	0.0361 d	0.0382 d	0.039 d	0.043 d	0.0421 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,CY	0.0643 p	0.0612 	0.0643 	0.0661 	0.0654 	0.0719 	0.0689 	0.0764 	0.0885 	0.1015 	0.1083 	0.1077 	0.1164 	0.1219 	0.1175 	0.1177 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,CZ	0.2625 p	0.2429 	0.2425 	0.2359 	0.2321 	0.2272 	0.2302 	0.2308 	0.2335 	0.2325 	0.2247 b	0.1651 	0.1717 	0.1572 	0.1678 	0.1546 	0.1496 	0.1553 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,DE	0.2558 ep	0.2596 d	0.254 d	0.2502 d	0.2462 d	0.2425 d	0.2291 d	0.2192 d	0.2156 	0.2139 	0.2127 	0.2155 	0.2082 	0.2032 	0.1997 	0.1987 	0.1997 	0.2076 	0.2097 	0.2122 	0.212 	0.2047 	0.1991 b	0.2015 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,DK	0.0628 e	0.0639 	0.0589 	0.0589 	0.0572 	0.0589 	0.0535 	0.055 	0.062 b	0.1185 	0.1197 	0.1207 	0.129 	0.1261 b	0.2033 	0.2121 	0.2327 	0.2205 	0.2144 	0.2107 e	0.2103 	: 	0.1944 	0.1779 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,EA19	0.2043 p	0.2047 	0.2034 	0.2007 	0.1964 	0.1948 e	0.1907 e	0.1814 e	0.1777 	0.177 	0.1733 	0.1709 e	0.1697 e	0.168 e	0.1711 e	0.1771 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,EE	0.1276 p	0.1333 	0.1425 	0.131 	0.1333 	0.1409 	0.1253 	0.1182 	0.1237 	0.1141 	0.1172 	0.1397 	0.1424 	0.1391 	0.1311 	0.1675 	0.1776 	0.1818 	0.2056 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,EL	0.3794 p	0.3197 	0.3306 	0.2745 	0.2418 b	: 	: 	: 	0.1024 e	0.1031 e	0.0996 	: 	0.1198 	: 	0.1146 	: 	0.1126 	: 	0.1195 	: 	0.1329 	: 	0.134 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,ES	0.224 	0.2252 	0.2314 	0.2391 	0.2403 	0.2477 	0.2392 	0.2025 	0.1855 	0.1748 	0.1682 	0.1507 	0.1483 	0.1391 	0.1463 	0.1455 	0.1528 	0.1461 	0.1448 	0.14 	0.1384 	0.1448 	0.1418 	0.1301 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,EU28	0.1743 p	0.1743 	0.1748 	0.173 	0.1704 	0.1684 e	0.164 e	0.1583 e	0.1555 	0.1576 	0.1561 	0.1546 e	0.1551 e	0.1549 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,FI	0.1908 	0.2464 	0.263 	0.2616 	0.2834 	0.2836 	0.2801 	0.2852 	0.2979 	0.3066 	0.3121 	0.3129 	0.3136 	0.3136 	0.3101 	0.3155 	0.3268 	0.3427 	0.3249 	: 	0.3051 b	0.3325 bd	0.3201 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,FR	: 	0.1947 	0.194 	0.1934 	0.1929 	0.194 b	0.207 d	0.2008 d	0.1991 d	0.2017 d	0.1987 d	0.1941 	0.1927 	0.1994 d	0.2079 d	0.2288 b	0.2351 	0.2331 	0.2384 b	0.3137 	0.3113 	0.3125 	0.3117 	0.3092 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,HR	0.2086 d	0.2177 d	0.2324 d	0.229 d	0.2277 	0.2196 	0.2133 	0.1944 	0.1974 	0.208 	0.2087 	0.2413 	0.2202 	0.1983 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,HU	0.1942 	0.1773 	0.2012 	0.2005 	0.2277 	0.2222 	0.2215 	0.2108 	0.2023 	0.2092 	0.1973 	0.196 b	0.2017 d	0.2072 d	0.2017 d	0.2156 	0.2117 d	0.1958 d	0.1959 d	0.1979 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,IE	0.0501 	0.0445 	0.0447 	0.0515 	0.0573 	0.0559 	0.0547 	0.0539 	0.0572 	0.0591 	0.0591 	0.0668 	0.0654 	0.0689 	0.0759 b	0.0865 	0.0558 	0.0633 	0.0685 	0.073 	0.077 	0.0789 	0.0812 	0.0802 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,IS	0.158 	: 	0.161 b	: 	0.3736 b	: 	0.51 	0.4286 	0.4125 	0.5264 	0.5513 	: 	0.5201 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,IT	0.1739 p	0.1766 	0.1794 	0.1709 	0.1627 	0.1565 	0.1512 	0.1501 	0.1575 	0.1615 	0.1482 	0.1471 	0.1449 	0.144 	0.1406 	0.1505 	0.1515 	0.1593 	0.1576 	0.1629 	0.1675 	0.1649 	0.1646 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,JP	: 	: 	0.0974 	0.1001 	0.0999 	0.0982 	0.0998 	0.0966 	0.0983 	0.0989 	0.0991 	0.0976 	0.098 	0.101 	0.0979 	0.0919 	0.0913 	0.0902 	0.0862 	0.0866 	0.0867 	0.0862 	0.0868 	0.086 	0.0864 	0.0876 	0.0888 	0.0903 	0.0909 	0.0916 	0.0922 	0.0933 	0.0943 	0.0957 	0.0969 
T,TOTAL,GOV,PC_EMP_FTE,KR	: 	: 	0.1371 	0.1336 	0.1165 	0.1131 	0.1097 	0.0923 	0.0893 b	0.0822 d	0.0737 d	0.0803 d	0.0672 d	0.0631 d	0.0686 d	0.0623 d	0.0757 d	0.074 d	0.0755 d	0.0787 d	0.1071 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,LT	0.1657 	0.1727 	0.1762 	0.1713 	0.1818 	0.2087 	0.2278 	0.2112 	0.2089 	0.2041 	0.2202 	0.2171 	0.2242 	0.2471 	0.3525 	0.3631 	0.3844 	0.394 	0.397 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,LU	0.5172 p	0.4884 	0.5066 	0.5034 	0.5285 	0.4731 	0.4226 	0.4003 	0.3567 	0.3257 	0.2904 	0.2723 	0.2559 	0.2211 	0.2109 	0.1702 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,LV	0.1364 p	0.1374 	0.1359 	0.1373 	0.139 	0.1228 	0.1381 	0.1512 	0.1349 	0.1173 	0.1333 	0.1082 	0.1062 	0.1205 	0.1195 	0.1297 	0.1443 	0.1555 	0.1755 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,MK	: 	0.0626 	0.0652 	0.1018 	0.0527 	0.1011 	0.088 	0.1038 	0.1089 	0.1155 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,MT	0.0234 p	0.0206 	0.02 	0.0248 	0.0242 	0.0375 	0.042 	0.0344 	0.0215 	0.0313 	0.0302 	0.0308 	0.0247 	0.0918 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,NL	0.1813 dp	0.1759 d	0.1664 d	0.1651 bd	0.1377 d	0.1389 d	0.1352 d	0.1439 d	0.1455 d	0.1566 d	0.1586 d	0.1694 d	0.1777 bd	0.1585 	0.1606 	0.1615 b	0.1839 	0.2232 	0.226 	0.2319 	0.2375 	0.2399 b	0.2305 	0.2239 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,NO	0.2711 p	0.2637 	0.269 	0.2662 	0.2665 	0.2604 	0.2573 	0.2301 	0.2385 b	0.2309 	0.2295 	0.2238 	0.2241 	0.2194 	0.2135 	: 	0.2162 	: 	0.2284 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,PL	0.1396 	0.145 	0.1429 	0.1421 	0.1398 	0.1325 	0.1179 	0.1174 	0.1165 	0.1232 	0.1292 	0.1458 	0.1584 	0.1771 	0.1263 	0.133 	0.1317 	0.1356 	0.129 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,TOTAL,GOV,PC_EMP_FTE,PT	0.0451 p	0.0479 	0.0477 	0.0518 	0.0733 	0.0727 	0.0834 	0.0957 	0.0951 	0.0953 e	0.096 	0.0996 e	0.1032 	0.1131 e	0.1245 	0.1257 e	0.1274 	0.1217 e	0.1232 	0.1188 e	0.1122 	0.105 e	0.0981 e	0.0847 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
